Date,gold,oil,tsx,vix
2014-08-13,1601.81,106.2182,15262.73,12.99
2014-08-14,1601.55,104.2284,15291.18,13.2
2014-08-15,1590.11,105.9164,15304.24,11.71
2014-08-18,1581.88,102.2988,15338.47,11.55
2014-08-19,1585.51,101.5898,15477.17,9.74
2014-08-20,1589.34,102.6676,15561.95,12.2
2014-08-21,1564.02,102.7239,15556.09,10.41
2014-08-22,1570.07,102.1836,15535.55,9.48
2014-08-25,1574.14,102.6747,15598.74,10.99
2014-08-26,1576.45,102.7996,15619.21,11.69
2014-08-27,1561.17,101.8787,15602.65,10.52
2014-08-28,1568.15,102.6793,15558.17,11.82
2014-08-29,1567.23,104.2805,15625.73,10.38
2014-09-02,1550.99,101.7577,15619.08,11.05
2014-09-03,1552.16,103.6106,15657.63,10.84
2014-09-04,1546.82,102.8808,15576.79,11.37
2014-09-05,1548.47,101.6564,15569.92,11.25
2014-09-08,1547.63,102.2542,15509.39,11.59
2014-09-09,1542.5,102.111,15536.81,11.74
2014-09-10,1533.08,100.5764,15471.89,9.73
2014-09-11,1539.5,102.6759,15534.32,11.35
2014-09-12,1539.61,102.3395,15531.58,10.37
2014-09-15,1538.37,102.5467,15482.56,12.99
2014-09-16,1528.08,103.9728,15510.54,11.15
2014-09-17,1531.02,102.228,15458.88,12.08
2014-09-18,1512.9,100.6246,15465.54,11.65
2014-09-19,1505.26,100.6539,15265.35,12.74
2014-09-22,1517.61,100.36399999999999,15129.0,12.86
2014-09-23,1525.81,101.5081,15125.67,13.11
2014-09-24,1520.23,102.8281,15120.54,13.31
2014-09-25,1529.16,102.7086,14893.57,13.83
2014-09-26,1528.44,104.1683,15026.77,13.89
2014-09-29,1533.49,105.2041,14976.92,14.54
2014-09-30,1530.46,102.4518,14960.51,14.39
2014-10-01,1529.58,101.4398,14805.44,16.31
2014-10-02,1526.56,101.6315,14760.64,16.27
2014-10-03,1514.39,100.86200000000001,14789.78,15.55
2014-10-06,1514.75,100.709,14743.12,15.06
2014-10-07,1523.92,98.8204,14576.45,15.59
2014-10-08,1493.06,97.5635,14666.47,15.24
2014-10-09,1519.91,94.7062,14460.6,16.02
2014-10-10,1516.07,95.7732,14227.36,18.67
2014-10-14,1535.41,93.0863,14036.68,19.69
2014-10-15,1532.13,91.1855,13869.88,21.81
2014-10-16,1528.03,93.4639,14052.97,20.48
2014-10-17,1532.09,92.7692,14227.68,18.21
2014-10-20,1539.67,92.4533,14337.77,15.93
2014-10-21,1539.45,92.9192,14547.71,14.07
2014-10-22,1535.68,90.3594,14312.07,15.79
2014-10-23,1518.36,91.8755,14486.83,14.76
2014-10-24,1521.79,91.3288,14543.82,15.25
2014-10-27,1521.09,90.7496,14469.0,14.95
2014-10-28,1510.27,91.0138,14624.25,14.61
2014-10-29,1508.5,91.7508,14527.57,15.1
2014-10-30,1479.92,90.6569,14458.69,14.64
2014-10-31,1460.0,90.8696,14613.32,15.74
2014-11-03,1470.24,88.9205,14537.62,16.52
2014-11-04,1472.27,88.1367,14390.43,16.88
2014-11-05,1443.81,89.8582,14548.26,17.1
2014-11-06,1444.37,88.9785,14563.38,17.31
2014-11-07,1462.39,88.8716,14690.83,15.78
2014-11-10,1458.18,87.8033,14709.8,15.93
2014-11-11,1456.37,87.9174,14760.27,15.66
2014-11-12,1448.91,87.1541,14856.2,14.99
2014-11-13,1456.47,84.6238,14778.77,15.25
2014-11-14,1473.76,85.6604,14843.1,14.76
2014-11-17,1473.94,85.1867,14882.5,16.19
2014-11-18,1485.94,84.0885,14972.97,16.19
2014-11-19,1489.45,84.35600000000001,14980.15,14.95
2014-11-20,1478.98,86.6436,15075.18,14.54
2014-11-21,1477.88,86.1429,15111.13,13.46
2014-11-24,1482.29,85.4275,15015.41,14.46
2014-11-25,1480.91,82.9979,15073.65,13.64
2014-11-26,1478.13,82.7633,15038.41,13.89
2014-11-27,1347.08,77.7328,14922.44,14.76
2014-11-28,1473.8,75.4715,14744.7,14.15
2014-12-01,1509.74,78.1471,14625.32,16.02
2014-12-02,1499.77,77.2547,14620.07,15.54
2014-12-03,1506.76,76.668,14754.06,14.46
2014-12-04,1507.69,75.8766,14469.95,15.8
2014-12-05,1499.43,75.0197,14473.7,14.59
2014-12-08,1508.9,72.2192,14144.17,17.7
2014-12-09,1545.03,72.3711,14195.73,17.6
2014-12-10,1544.78,70.0968,13852.95,18.04
2014-12-11,1546.61,68.2323,13905.12,20.0
2014-12-12,1544.48,66.5364,13731.05,21.44
2014-12-15,1537.93,64.9279,13705.14,22.86
2014-12-16,1514.13,64.3927,13861.52,23.65
2014-12-17,1514.83,66.0245,14213.88,21.59
2014-12-18,1509.32,63.863,14346.75,17.59
2014-12-19,1514.62,67.1345,14468.26,18.14
2014-12-22,1499.65,64.4344,14432.38,17.17
2014-12-23,1498.08,65.95100000000001,14594.03,15.88
2014-12-24,1494.54,64.2925,14609.25,16.16
2014-12-29,1504.07,62.3862,14663.92,17.1
2014-12-30,1523.34,62.3439,14640.04,16.48
2014-12-31,1505.23,61.3478,14632.44,17.43
2015-01-02,1529.22,62.0403,14753.65,17.17
2015-01-05,1545.11,58.8882,14392.7,19.5
2015-01-06,1564.92,56.7662,14246.77,20.07
2015-01-07,1552.17,57.4106,14285.0,19.78
2015-01-08,1551.64,58.3483,14457.72,18.95
2015-01-09,1563.49,57.1808,14384.92,19.26
2015-01-12,1596.26,54.748000000000005,14265.01,22.72
2015-01-13,1595.53,55.0354,14187.16,23.51
2015-01-14,1583.0,59.0856,14084.43,24.85
2015-01-15,1617.99,55.7912,14041.82,24.52
2015-01-16,1635.79,58.626000000000005,14309.41,21.6
2015-01-19,1523.28,57.1233,14312.5,21.06
2015-01-20,1668.56,56.638999999999996,14308.44,21.34
2015-01-21,1701.1,58.3757,14560.42,18.74
2015-01-22,1721.18,58.6145,14763.98,18.0
2015-01-23,1717.09,56.2855,14779.35,17.7
2015-01-26,1709.83,56.3637,14797.83,18.86
2015-01-27,1710.73,56.3922,14833.88,17.25
2015-01-28,1714.14,55.6822,14602.88,19.98
2015-01-29,1676.72,56.239,14637.28,19.9
2015-01-30,1718.36,60.7483,14673.48,20.37
2015-02-02,1692.71,63.3953,14900.47,18.95
2015-02-03,1654.21,64.5457,15062.88,19.06
2015-02-04,1589.09,61.1541,14995.65,18.65
2015-02-05,1662.4,63.7875,15124.92,18.56
2015-02-06,1646.54,65.3145,15083.92,18.33
2015-02-09,1647.84,65.4747,15100.7,19.0
2015-02-10,1653.07,63.8983,15112.52,18.5
2015-02-11,1643.76,62.1447,15151.5,18.19
2015-02-12,1626.69,64.1003,15228.52,17.46
2015-02-13,1627.29,65.5793,15264.81,17.92
2015-02-17,1600.87,66.8273,15284.61,17.28
2015-02-18,1598.58,63.8343,15212.75,17.32
2015-02-19,1610.72,64.8994,15180.33,17.13
2015-02-20,1610.12,63.64,15172.24,16.78
2015-02-23,1609.73,62.0898,15200.26,15.64
2015-02-24,1591.69,61.495,15164.97,15.57
2015-02-25,1589.35,63.2937,15228.57,14.86
2015-02-26,1611.94,61.1169,15241.16,14.75
2015-02-27,1615.26,61.8445,15234.34,14.67
2015-03-02,1614.39,62.4663,15264.05,15.14
2015-03-03,1607.15,63.0131,15133.85,15.87
2015-03-04,1594.08,64.1853,15082.84,16.01
2015-03-05,1595.83,63.6187,15103.11,15.37
2015-03-06,1574.66,62.7673,14952.5,16.53
2015-03-09,1575.3,63.0024,14854.49,17.22
2015-03-10,1573.53,61.7866,14641.76,17.74
2015-03-11,1568.99,61.6437,14739.2,17.62
2015-03-12,1561.59,59.736999999999995,14770.72,16.79
2015-03-13,1573.44,57.5395,14731.5,17.01
2015-03-16,1572.74,55.9726,14862.76,17.46
2015-03-17,1568.41,57.027,14898.53,17.07
2015-03-18,1544.99,58.5092,14962.24,16.83
2015-03-19,1579.11,57.9473,14873.93,16.59
2015-03-20,1577.38,58.326,14942.41,15.23
2015-03-23,1577.33,59.306000000000004,14957.21,15.07
2015-03-24,1578.21,59.282,15081.26,15.22
2015-03-25,1588.61,61.2428,14929.37,15.7
2015-03-26,1596.55,63.7626,14869.8,16.47
2015-03-27,1606.23,61.1622,14812.42,17.76
2015-03-30,1594.93,61.5886,14908.39,15.47
2015-03-31,1591.22,60.4645,14902.44,17.02
2015-04-01,1610.75,62.4642,14942.55,17.0
2015-04-02,1594.93,62.2168,15026.62,14.97
2015-04-06,1606.44,64.7306,15100.65,15.68
2015-04-07,1601.3,66.0859,15188.84,16.1
2015-04-08,1596.76,63.8544,15213.6,14.32
2015-04-09,1589.63,63.8089,15326.31,14.59
2015-04-10,1602.94,64.9704,15388.43,14.11
2015-04-13,1599.45,65.4148,15383.59,14.81
2015-04-14,1573.35,66.7969,15389.28,14.38
2015-04-15,1558.74,68.9498,15450.87,15.67
2015-04-16,1541.55,69.0654,15386.77,15.75
2015-04-17,1555.92,70.5321,15360.55,13.56
2015-04-20,1541.93,70.6758,15412.6,13.74
2015-04-21,1560.97,69.1289,15346.44,15.07
2015-04-22,1537.81,68.9094,15304.77,12.8
2015-04-23,1534.91,69.9628,15392.35,12.88
2015-04-24,1513.09,69.7476,15408.33,12.9
2015-04-27,1536.38,68.513,15344.08,13.19
2015-04-28,1544.59,68.4708,15346.07,13.28
2015-04-29,1540.87,70.3949,15347.34,13.19
2015-04-30,1515.52,72.2324,15224.52,14.01
2015-05-01,1517.63,71.9801,15339.77,13.37
2015-05-04,1525.34,71.3564,15367.47,14.79
2015-05-05,1532.76,73.4161,15173.94,14.94
2015-05-06,1528.37,72.71600000000001,15023.89,15.65
2015-05-07,1528.81,71.4765,15088.82,14.91
2015-05-08,1526.44,71.7399,15170.02,13.76
2015-05-11,1524.21,71.765,15152.64,15.7
2015-05-12,1524.87,73.582,15043.15,16.41
2015-05-13,1547.35,71.8061,14980.72,16.23
2015-05-14,1559.02,72.7097,15028.12,15.16
2015-05-15,1562.64,73.0296,15108.12,13.24
2015-05-19,1569.91,71.4166,15121.02,12.87
2015-05-20,1569.21,71.6701,15072.83,13.11
2015-05-21,1561.48,74.1164,15203.61,12.09
2015-05-22,1573.8,73.5677,15200.76,12.01
2015-05-25,1486.4,73.7236,15187.4,12.8
2015-05-26,1571.8,72.6155,15050.81,13.44
2015-05-27,1572.16,71.8877,15110.47,12.87
2015-05-28,1572.37,72.3152,15107.0,13.18
2015-05-29,1574.18,75.08800000000001,15014.09,13.74
2015-06-01,1583.27,75.4054,15074.13,14.71
2015-06-02,1577.13,75.6249,15104.74,13.71
2015-06-03,1573.78,74.3136,15154.68,12.96
2015-06-04,1568.02,72.4613,15019.39,13.65
2015-06-05,1555.67,73.3846,14957.16,14.03
2015-06-08,1558.7,72.3585,14743.33,15.86
2015-06-09,1555.58,74.7149,14817.71,14.56
2015-06-10,1559.56,74.9235,14889.04,14.0
2015-06-11,1556.78,74.4584,14830.88,13.87
2015-06-12,1558.84,73.9677,14741.15,14.02
2015-06-15,1565.14,73.3615,14756.05,15.42
2015-06-16,1553.23,73.7692,14753.05,14.79
2015-06-17,1541.82,73.6151,14732.98,14.71
2015-06-18,1570.28,74.3701,14770.64,13.23
2015-06-19,1574.14,73.2975,14653.12,13.71
2015-06-22,1558.47,74.0809,14790.48,14.15
2015-06-23,1551.58,75.3605,14904.91,12.73
2015-06-24,1553.79,74.5935,14947.51,12.92
2015-06-25,1546.42,73.57300000000001,14897.5,12.85
2015-06-26,1548.53,73.4632,14808.09,12.45
2015-06-29,1564.98,72.2795,14490.15,14.4
2015-06-30,1567.72,73.6608,14553.33,13.54
2015-07-02,1561.76,70.9397,14637.99,13.13
2015-07-03,1468.38,69.8361,14682.39,13.26
2015-07-06,1587.3,66.9052,14593.57,12.32
2015-07-07,1566.95,67.1173,14624.5,12.8
2015-07-08,1583.54,66.1609,14412.07,12.54
2015-07-09,1574.06,67.1129,14278.49,14.25
2015-07-10,1570.38,66.8822,14411.07,13.6
2015-07-13,1471.78,66.2446,14533.22,8.4
2015-07-14,1573.23,67.9125,14599.4,9.15
2015-07-15,1588.92,66.7371,14662.28,12.93
2015-07-16,1589.64,66.5335,14731.08,10.7
2015-07-17,1575.69,66.3234,14642.84,9.5
2015-07-20,1545.81,65.4015,14425.55,10.13
2015-07-21,1532.44,65.4948,14376.24,10.1
2015-07-22,1527.11,64.1633,14307.12,12.42
2015-07-23,1530.57,63.4882,14265.37,12.38
2015-07-24,1518.99,62.7018,14186.24,12.89
2015-07-27,1531.22,61.3643,14001.37,14.01
2015-07-28,1517.57,61.7003,14077.36,13.49
2015-07-29,1516.7,63.3978,14301.8,14.06
2015-07-30,1517.29,63.1402,14382.78,13.15
2015-07-31,1527.42,61.2724,14468.44,13.75
2015-08-04,1533.91,60.5195,14491.05,15.13
2015-08-05,1530.38,59.5457,14502.99,14.53
2015-08-06,1527.85,58.7099,14405.91,15.3
2015-08-07,1535.78,57.5105,14302.7,14.57
2015-08-10,1533.8,58.3022,14466.39,13.8
2015-08-11,1549.36,56.6899,14414.67,16.15
2015-08-12,1553.34,56.2936,14339.53,16.68
2015-08-13,1552.55,54.8304,14238.4,16.24
2015-08-14,1552.75,55.1586,14277.88,16.07
2015-08-17,1558.85,55.5075,14251.53,17.29
2015-08-18,1554.53,55.8979,14193.87,17.25
2015-08-19,1576.87,53.9121,14036.63,17.89
2015-08-20,1604.97,53.7498,13737.0,21.17
2015-08-21,1622.89,53.0575,13473.67,24.41
2015-08-24,1624.9,50.9855,13052.74,33.02
2015-08-25,1610.7,52.6574,13150.93,31.95
2015-08-26,1585.8,51.9872,13381.59,26.71
2015-08-27,1572.13,56.2753,13766.67,24.51
2015-08-28,1587.33,59.73,13865.07,23.12
2015-08-31,1577.85,62.7521,13859.12,24.47
2015-09-01,1598.33,58.2972,13481.9,27.32
2015-09-02,1590.23,61.211000000000006,13545.25,25.04
2015-09-03,1564.56,61.5493,13596.41,24.06
2015-09-04,1573.46,60.6765,13478.31,25.41
2015-09-08,1563.73,60.2189,13630.67,24.56
2015-09-09,1544.08,58.6476,13531.85,26.16
2015-09-10,1553.42,60.236999999999995,13569.89,24.69
2015-09-11,1546.29,59.3765,13461.47,25.17
2015-09-14,1551.33,58.5625,13353.34,25.52
2015-09-15,1542.59,59.6416,13462.71,23.78
2015-09-16,1554.66,62.4867,13763.78,22.55
2015-09-17,1554.05,62.0764,13787.16,21.73
2015-09-18,1584.71,59.8255,13646.9,20.49
2015-09-21,1582.05,61.6884,13779.44,21.81
2015-09-22,1570.73,61.7565,13491.09,23.95
2015-09-23,1585.51,59.5472,13383.69,24.12
2015-09-24,1610.8,60.0305,13338.67,24.88
2015-09-25,1604.29,60.4632,13378.57,23.38
2015-09-28,1592.52,59.6064,13004.58,27.61
2015-09-29,1588.19,60.2354,13036.96,26.49
2015-09-30,1554.86,60.336000000000006,13306.96,23.47
2015-10-01,1547.09,59.7965,13241.89,23.79
2015-10-02,1562.52,60.0237,13339.74,22.83
2015-10-05,1553.84,60.5425,13552.2,21.85
2015-10-06,1558.34,63.5782,13647.26,20.9
2015-10-07,1564.3,63.1046,13868.35,19.47
2015-10-08,1554.49,64.5139,13978.66,18.46
2015-10-09,1561.61,64.0842,13964.36,18.57
2015-10-13,1585.34,60.8141,13844.73,19.42
2015-10-14,1588.23,59.8732,13875.33,20.45
2015-10-15,1589.48,61.0234,13828.97,19.77
2015-10-16,1588.82,61.6147,13838.1,19.3
2015-10-19,1588.44,60.5598,13758.38,19.49
2015-10-20,1590.08,59.6857,13841.92,19.82
2015-10-21,1594.8,59.2268,13704.19,19.57
2015-10-22,1586.78,59.4236,13878.11,17.71
2015-10-23,1590.71,58.9204,13953.66,17.96
2015-10-26,1591.35,57.7285,13790.9,17.83
2015-10-27,1602.28,57.5003,13699.6,19.43
2015-10-28,1607.84,60.7157,13863.16,17.74
2015-10-29,1569.28,60.2233,13791.88,18.17
2015-10-30,1549.37,60.6895,13529.17,19.55
2015-11-02,1545.11,60.6729,13623.01,19.69
2015-11-03,1512.8,62.4553,13710.31,18.92
2015-11-04,1513.02,61.1639,13661.82,19.11
2015-11-05,1513.76,59.8232,13558.78,18.69
2015-11-06,1513.64,59.2535,13553.3,17.92
2015-11-09,1512.95,58.5596,13482.62,19.34
2015-11-10,1512.01,57.9357,13411.63,18.92
2015-11-11,1505.11,57.1261,13341.93,19.36
2015-11-12,1503.26,55.3365,13127.18,20.88
2015-11-13,1506.46,54.2736,13075.42,21.45
2015-11-16,1509.27,55.8044,13317.52,21.58
2015-11-17,1487.08,55.9696,13280.39,21.09
2015-11-18,1484.9,56.086999999999996,13399.97,18.93
2015-11-19,1494.49,55.7483,13473.83,18.67
2015-11-20,1499.07,55.3652,13433.49,18.03
2015-11-23,1489.31,56.263000000000005,13382.38,17.94
2015-11-24,1491.55,56.8323,13407.83,17.97
2015-11-25,1485.32,57.2892,13403.42,17.4
2015-11-26,1423.37,56.6247,13425.19,16.97
2015-11-27,1476.27,55.8401,13368.24,17.58
2015-11-30,1488.04,55.6336,13469.83,17.38
2015-12-01,1484.71,55.6649,13636.06,16.57
2015-12-02,1470.51,53.6194,13463.82,17.07
2015-12-03,1482.84,55.1749,13324.67,18.67
2015-12-04,1513.83,53.6185,13358.77,17.11
2015-12-07,1516.73,51.0194,13042.83,18.77
2015-12-08,1526.42,51.6103,12922.47,19.91
2015-12-09,1527.02,50.7366,12937.59,20.75
2015-12-10,1525.75,49.9216,13016.59,20.98
2015-12-11,1545.25,48.628,12789.95,22.95
2015-12-14,1525.89,49.6896,12695.49,22.95
2015-12-15,1523.27,50.5447,12919.57,22.42
2015-12-16,1550.09,50.9253,13166.08,19.97
2015-12-17,1529.68,50.2907,13009.93,21.6
2015-12-18,1553.03,50.0369,13024.3,19.58
2015-12-21,1577.47,50.0347,13034.38,19.9
2015-12-22,1564.03,50.7742,13082.86,17.69
2015-12-23,1547.77,52.4023,13284.91,16.85
2015-12-24,1555.2,52.7792,13309.8,17.28
2015-12-29,1547.9,51.5616,13245.75,18.87
2015-12-30,1541.15,50.9545,13142.29,19.31
2015-12-31,1537.16,51.8744,13009.95,19.49
2016-01-04,1570.11,51.391999999999996,12927.15,21.65
2016-01-05,1579.01,50.7142,12920.14,20.2
2016-01-06,1606.67,48.1457,12726.8,21.83
2016-01-07,1626.68,46.9769,12448.21,24.84
2016-01-08,1617.97,46.6074,12445.45,25.57
2016-01-11,1618.71,44.5415,12319.25,24.72
2016-01-12,1607.76,43.775,12373.9,24.21
2016-01-13,1616.72,44.1458,12170.41,27.0
2016-01-14,1599.05,45.9479,12336.03,23.13
2016-01-15,1639.43,44.5809,12073.46,27.57
2016-01-18,1585.35,43.6856,11942.17,26.21
2016-01-19,1641.25,43.0256,12002.24,24.84
2016-01-20,1655.98,41.3572,11843.11,26.86
2016-01-21,1617.03,42.5781,12035.86,26.43
2016-01-22,1598.96,45.535,12389.58,24.04
2016-01-25,1632.84,42.5737,12143.16,26.49
2016-01-26,1633.82,43.273,12331.32,24.88
2016-01-27,1626.5,45.2137,12377.77,24.46
2016-01-28,1618.69,47.0721,12591.93,23.43
2016-01-29,1609.61,47.1742,12822.13,22.3
2016-02-01,1622.87,43.691,12674.37,24.37
2016-02-02,1632.38,41.6954,12442.26,25.57
2016-02-03,1618.85,44.7896,12593.02,25.6
2016-02-04,1635.99,43.4409,12774.5,25.86
2016-02-05,1655.07,43.1321,12763.99,24.6
2016-02-08,1712.2,42.0336,12535.4,27.95
2016-02-09,1703.51,39.4095,12282.65,31.94
2016-02-10,1704.64,38.097,12185.72,30.78
2016-02-11,1774.8,37.9845,12087.37,31.99
2016-02-12,1748.41,40.2739,12381.24,29.87
2016-02-16,1708.39,40.5614,12554.98,27.51
2016-02-17,1693.14,46.1156,12867.16,24.87
2016-02-18,1721.11,44.8356,12931.36,23.98
2016-02-19,1733.07,43.9914,12813.4,23.65
2016-02-22,1696.86,45.5982,12845.63,23.83
2016-02-23,1728.14,43.3246,12763.44,25.79
2016-02-24,1738.28,44.1335,12740.27,25.69
2016-02-25,1716.28,44.8041,12753.6,25.01
2016-02-26,1689.59,44.3902,12797.79,24.97
2016-02-29,1712.43,45.7001,12860.35,25.44
2016-03-01,1693.08,45.4747,12982.1,21.96
2016-03-02,1710.05,46.5138,13017.93,21.41
2016-03-03,1731.94,46.5743,13123.65,20.71
2016-03-04,1740.48,48.3444,13212.5,22.11
2016-03-07,1728.59,50.357,13383.6,21.21
2016-03-08,1745.17,48.9691,13311.05,22.47
2016-03-09,1716.01,50.6574,13392.9,21.94
2016-03-10,1750.43,50.7257,13379.14,22.0
2016-03-11,1720.16,50.8435,13522.0,18.26
2016-03-14,1705.44,49.5175,13477.54,21.26
2016-03-15,1698.32,49.3066,13400.31,21.2
2016-03-16,1666.54,52.9123,13478.13,19.14
2016-03-17,1693.82,53.9685,13621.3,18.69
2016-03-18,1681.62,53.5159,13497.07,19.06
2016-03-21,1682.43,54.4093,13561.09,18.66
2016-03-22,1683.37,53.6714,13493.49,19.25
2016-03-23,1671.07,52.2663,13379.48,18.8
2016-03-24,1674.26,52.4315,13358.11,18.04
2016-03-28,1664.29,51.9981,13390.19,19.36
2016-03-29,1670.33,50.4588,13426.23,19.14
2016-03-30,1644.71,49.3678,13503.98,18.35
2016-03-31,1654.83,49.7144,13494.36,18.45
2016-04-01,1639.86,47.6888,13440.44,18.45
2016-04-04,1643.81,46.3668,13336.15,18.31
2016-04-05,1663.38,48.0544,13304.66,19.03
2016-04-06,1649.61,49.5069,13347.46,18.34
2016-04-07,1674.29,49.4412,13266.44,19.07
2016-04-08,1660.78,51.5088,13396.73,17.91
2016-04-11,1669.12,51.8887,13422.76,17.86
2016-04-12,1656.33,53.251999999999995,13581.42,17.23
2016-04-13,1647.1,53.3442,13671.35,15.79
2016-04-14,1623.12,53.1845,13668.29,15.21
2016-04-15,1629.95,53.5519,13637.2,16.19
2016-04-18,1625.93,52.9829,13719.82,14.17
2016-04-19,1637.48,53.2032,13867.28,13.89
2016-04-20,1637.31,55.5184,13911.29,12.83
2016-04-21,1644.17,55.2108,13881.2,14.32
2016-04-22,1609.4,55.4317,13874.0,14.28
2016-04-25,1623.89,54.4831,13795.99,16.02
2016-04-26,1618.23,56.123000000000005,13809.44,16.26
2016-04-27,1626.94,56.8878,13887.66,15.42
2016-04-28,1641.9,57.3438,13886.43,15.57
2016-04-29,1672.99,57.7528,13951.45,15.64
2016-05-02,1677.02,56.1741,13865.63,16.33
2016-05-03,1697.11,55.6094,13707.68,18.73
2016-05-04,1692.96,57.0371,13632.0,17.04
2016-05-05,1685.22,57.1545,13632.01,17.74
2016-05-06,1721.18,57.5394,13701.47,13.95
2016-05-09,1692.85,56.1392,13563.84,18.04
2016-05-10,1684.01,57.5765,13775.19,16.79
2016-05-11,1691.39,59.0865,13788.21,16.57
2016-05-12,1684.22,59.5567,13787.8,16.36
2016-05-13,1698.98,59.9875,13748.58,16.07
2016-05-16,1695.81,61.7014,13893.49,16.29
2016-05-17,1701.34,63.4992,13917.1,15.67
2016-05-18,1717.41,63.1527,13826.01,15.38
2016-05-19,1701.19,63.9666,13817.32,15.3
2016-05-20,1703.65,63.5727,13919.58,9.56
2016-05-24,1674.54,64.5958,13952.85,14.13
2016-05-25,1654.56,64.6651,14053.74,13.45
2016-05-26,1644.26,64.0251,14049.2,12.97
2016-05-27,1641.58,64.5443,14105.23,12.45
2016-05-30,1581.62,64.5625,14086.67,13.07
2016-05-31,1653.05,63.9875,14065.78,13.71
2016-06-01,1648.36,63.989,14063.54,13.36
2016-06-02,1647.94,64.2594,14136.99,12.81
2016-06-03,1665.68,63.2241,14226.78,12.1
2016-06-06,1656.88,63.6064,14276.16,12.27
2016-06-07,1645.57,64.2538,14365.61,12.18
2016-06-08,1659.64,65.3874,14313.1,13.23
2016-06-09,1676.68,64.282,14240.02,13.9
2016-06-10,1688.83,62.4561,14037.54,16.12
2016-06-13,1709.15,62.18600000000001,13993.88,18.02
2016-06-14,1710.77,61.5077,13884.23,18.6
2016-06-15,1716.43,61.4693,13923.45,17.28
2016-06-16,1737.52,60.4046,13882.41,17.77
2016-06-17,1724.18,62.9767,13901.77,17.28
2016-06-20,1712.8,63.8506,14015.14,15.34
2016-06-21,1689.44,64.3753,14012.32,16.08
2016-06-22,1689.7,63.2616,14003.81,17.87
2016-06-23,1672.88,64.0507,14131.38,15.13
2016-06-24,1782.16,61.8886,13891.88,20.06
2016-06-27,1793.86,61.0999,13689.79,20.02
2016-06-28,1778.49,62.946999999999996,13842.69,16.2
2016-06-29,1778.19,64.0004,14036.74,14.91
2016-06-30,1768.77,62.7487,14064.54,13.07
2016-07-04,1736.67,62.4615,14258.87,14.41
2016-07-05,1827.49,60.7772,14219.57,15.03
2016-07-06,1835.77,62.0227,14231.06,14.97
2016-07-07,1832.4,58.8684,14134.46,15.32
2016-07-08,1834.22,58.8745,14259.84,14.06
2016-07-11,1843.17,58.5431,14361.88,13.26
2016-07-12,1806.44,60.586000000000006,14477.67,13.89
2016-07-13,1808.07,58.5632,14493.8,14.6
2016-07-14,1781.62,58.5706,14514.52,12.58
2016-07-15,1787.03,60.9667,14482.42,8.85
2016-07-18,1786.02,59.5236,14532.4,12.31
2016-07-19,1803.02,59.2611,14524.61,12.29
2016-07-20,1791.75,59.6775,14533.57,12.47
2016-07-21,1812.33,58.4428,14565.83,12.58
2016-07-22,1809.0,58.0931,14600.66,12.59
2016-07-25,1815.65,57.1319,14498.1,13.39
2016-07-26,1813.53,56.2715,14550.0,13.42
2016-07-27,1825.51,55.347,14546.54,13.24
2016-07-28,1829.89,53.9522,14552.72,12.02
2016-07-29,1835.22,53.9502,14582.74,13.01
2016-08-02,1863.53,52.0209,14477.01,15.1
2016-08-03,1850.25,53.7725,14512.05,14.49
2016-08-04,1848.48,54.4158,14528.78,14.07
2016-08-05,1843.56,55.2916,14648.77,13.58
2016-08-08,1838.2,56.4237,14755.62,12.61
2016-08-09,1839.85,56.0307,14801.23,12.33
2016-08-10,1838.21,54.1746,14775.04,12.43
2016-08-11,1826.82,56.6014,14796.06,12.93
2016-08-12,1811.34,57.9053,14747.45,11.19
2016-08-15,1812.27,58.9796,14777.02,13.63
2016-08-16,1814.92,59.5603,14703.44,14.7
2016-08-17,1801.8,61.068000000000005,14697.6,13.5
2016-08-18,1803.91,62.5102,14695.68,13.36
2016-08-19,1802.16,63.1632,14687.46,13.37
2016-08-22,1809.04,61.336999999999996,14748.19,14.09
2016-08-23,1807.72,61.4231,14764.77,14.19
2016-08-24,1787.1,60.4978,14626.24,14.41
2016-08-25,1778.14,61.163999999999994,14630.72,15.04
2016-08-26,1788.19,61.5069,14639.88,13.87
2016-08-29,1790.45,61.2621,14681.97,13.52
2016-08-30,1789.91,60.4859,14684.85,14.31
2016-08-31,1782.2,58.8177,14597.95,14.76
2016-09-01,1788.39,57.0415,14683.91,14.2
2016-09-02,1790.72,57.4682,14795.7,13.22
2016-09-06,1802.47,57.5033,14813.02,13.65
2016-09-07,1802.89,59.4009,14796.75,13.53
2016-09-08,1800.96,61.1497,14803.26,13.79
2016-09-09,1807.67,59.6471,14540.0,16.14
2016-09-12,1795.15,60.0071,14597.14,15.74
2016-09-13,1809.09,59.5657,14349.1,17.44
2016-09-14,1815.02,57.711000000000006,14366.46,17.58
2016-09-15,1799.42,58.1143,14503.67,16.35
2016-09-16,1795.54,57.8858,14450.69,15.62
2016-09-19,1804.7,57.8363,14496.23,15.58
2016-09-20,1803.09,59.1749,14521.98,15.83
2016-09-21,1808.86,59.6514,14710.82,14.24
2016-09-22,1815.47,59.9114,14797.18,12.56
2016-09-23,1829.08,58.6979,14697.93,12.73
2016-09-26,1840.52,60.423,14619.46,15.14
2016-09-27,1817.92,59.3433,14558.04,14.59
2016-09-28,1792.54,61.5919,14731.43,14.17
